BASE_SALARY
61000
154000.00
186430.00
59000.00
50000.00
114101.00
37256.00
127834.00
53010.00
199610.00
110404.00
61758.80
104948.00
155886.00
113493.12
79063.00
52176.00
212529.01
270000.00
119000.00
135655.00
104997.00
252735.00
146479.00
81336.31
162106.00
180444.00
270000.00
270000.00
114917.80
45000.00
77259.00
85000.00
153000.00
75398.00
109071.00
120488.00
46191.64
229000.00
136635.00
310246.00
80000.00
155500.00
155147.76
46772.00
94062.00
236468.00
47476.00
174038.00
115599.00
84500.00
38699.00
77335.00
73491.00
45004.00
176859.00
99999.00
54590.00
81354.00
46989.00
42562.00
31846.00
31200.00
154031.00
365550.00
42573.00
96941.00
50500.00
143550.00
45356.00
74043.00
109267.00
109829.00
192882.00
92183.00
393125.00
97891.00
49090.00
112257.00
164080.00
53152.00
61470.00
105516.67
89995.99
95000.00
40658.36
228136.00
103390.00
39474.00
57853.00
131931.00
87427.00
134600.00
145795.00
180408.00
45275.00
127420.00
103946.74
134991.00
140663.00
79382.00
224040.00
36938.00
70380.00
45700.00
113578.00
158166.44
161266.00
125348.00
57200.00
172281.24
180633.10
56000.00
117287.00
132000.00
45005.00
89034.97
35092.00
81125.00
31200.00
31846.00
88584.00
89250.00
155000.00
184156.00
105228.20
33922.00
45000.00
70000.00
70380.00
311287.00
195000.00
47500.00
86219.00
43767.00
124397.00
43042.00
47000.00
200000.00
41200.00
43000.00
149900.00
31200.00
55000.00
51511.00
94506.00
250000.00
112049.00
78000.00
80530.00
86580.37
64530.00
77530.00
49094.00
65000.00
70000.00
43000.00
48235.00
45669.00
170000.00
44503.00
172340.00
73200.00
140500.00
65000.00
53950.00
65000.00
49900.00
55000.00
799424.00
46000.00
85000.00
68500.00
37770.00
125000.00
53000.00
79696.00
315000.00
100000.00
57966.00
60026.00
155200.00
54000.00
96900.00
136702.00
160067.00
194545.00
74000.00
31846.00
44122.00
93500.00
52000.00
37021.00
155000.00
90000.00
375000.00
119974.00
43800.00
193500.00
56212.00
31846.00
80935.00
31200.00
36866.00
40188.00
61934.00
150857.00
82300.00
41000.00
46000.00
71262.00
50000.00
42000.00
103211.00
62422.00
121000.00
54985.00
51021.00
57000.00
43176.00
114668.00
45000.00
81832.00
152000.00
39242.00
60000.00
88920.00
206700.00
34074.00
43364.00
140000.00
43000.00
246000.00
45538.00
58000.00
86000.00
78540.00
54919.00
134367.00
70000.00
78000.00
51000.00
131224.00
54760.00
51907.00
55252.00
40017.00
43000.00
52500.00
88100.00
58000.00
52000.00
150700.00
152000.00
86700.00
31200.00
65084.00
62729.00
220000.00
80315.00
115000.00
62832.00
31200.00
31200.00
31200.00
31200.00
33500.00
60000.00
31200.00
53837.00
57120.00
37500.00
49980.00
68340.00
103723.00
50693.00
179900.00
56084.00
63106.00
99536.00
65000.00
50000.00
50600.00
63000.00
193203.00
57859.00
35000.00
106000.00
78000.00
128200.00
50564.00
150000.00
74675.00
98000.00
61058.00
100000.00
41000.00
101820.00
31200.00
58446.00
55000.00
58500.00
53000.00
87783.00
180132.00
67500.00
59465.00
68250.00
45124.00
45394.00
44000.00
31200.00
69124.00
51645.00
77500.00
114000.00
72041.00
150000.00
90843.00
72828.00
85970.00
49735.00
67382.00
70116.00
105427.00
63469.00
153214.00
47808.00
45000.00
78188.00
51000.00
105000.00
39000.00
119000.00
34000.00
43425.00
289000.00
93021.00
32965.00
50885.00
44628.00
62884.00
75210.00
200400.00
41980.40
62111.00
77160.00
89325.00
50000.00
52020.00
45000.00
55000.00
51665.00
92453.00
85041.90
65162.00
115489.00
53099.24
55080.00
35373.00
90000.00
42125.00
41438.00
31200.00
125000.00
65000.00
70805.00
58355.00
155138.00
68000.00
112054.00
49200.00
31200.00
255000.00
313000.00
258000.00
232625.00
55842.00
73900.00
46950.00
60000.00
45000.00
39788.00
115500.00
78293.00
81122.00
195700.00
54000.00
50000.00
180308.70
58000.00
47000.00
277750.00
65920.00
57828.00
75000.00
82000.00
375000.00
75000.00
145000.00
53342.00
58800.00
83450.00
48000.00
40000.00
40000.00
31846.00
71689.00
31200.00
305760.00
31200.00
31846.00
31200.00
31200.00
38718.00
31200.00
83222.00
56250.00
95000.00
153000.00
75425.00
95000.00
38600.00
36850.00
54267.00
150012.00
38606.67
43710.00
61513.00
99004.00
31200.00
92000.00
53508.00
128063.02
112248.00
31200.00
32920.25
50854.00
58905.00
54600.00
150000.00
40000.00
54985.00
162258.00
125000.00
289000.00
98469.00
45000.00
389700.00
105197.00
44239.00
69000.00
57500.00
85000.00
40800.00
156000.00
40134.00
126421.00
88359.60
340000.00
109842.67
84681.00
40000.00
330687.00
209647.00
118035.77
93074.00
199481.00
151048.47
55652.00
126135.00
51786.00
52100.00
109328.00
108046.00
170000.00
31200.00
132277.00
121058.00
321534.00
325000.00
65228.00
64377.00
86432.00
62648.00
92314.08
83567.00
121048.90
193330.00
32767.00
26234.00
450100.00
42000.00
140679.00
85337.12
163000.00
380000.00
34408.00
93500.00
110135.00
97000.00
161943.25
141510.24
133528.00
60295.00
50041.00
294517.00
174622.00
78233.00
45108.00
301716.00
53877.07
55000.00
40134.00
199418.00
84966.00
34375.00
272463.00
200037.00
48000.00
97071.00
135000.00
119400.00
60000.00
38693.00
38868.00
54769.00
168185.61
205802.00
116715.00
57083.00
31200.00
130000.00
108336.00
85234.00
140000.00
126557.31
60587.00
138109.00
37698.00
77209.00
98961.00
78828.00
196181.00
108510.00
338409.00
119400.00
54780.00
53827.00
293929.43
135179.00
119190.00
126587.50
134463.00
70180.00
119701.00
86432.00
632997.00
84165.00
48478.00
218696.00
31846.00
263196.00
91918.74
84833.00
277174.00
94225.00
86779.00
56763.00
60211.00
265000.00
150000.00
47268.00
54781.75
91421.00
64349.50
47268.00
154102.00
43595.00
446513.00
45494.00
208872.75
41990.00
223315.00
57601.00
96759.39
56840.00
37613.00
148350.00
493182.00
57784.00
109368.00
57397.50
61569.75
56840.00
84097.00
42900.00
43111.00
122305.00
384650.00
360400.00
99999.00
95000.00
77980.00
194655.00
95641.00
69946.70
236158.00
168144.00
62843.00
143014.00
53000.00
31200.00
83902.00
129047.00
98306.07
84002.00
87091.94
313800.00
99999.00
57557.00
96955.00
185020.29
116000.00
101813.00
133000.00
51000.00
185400.00
113203.00
269502.73
121901.00
151413.00
220000.00
75000.00
132855.00
282000.00
83656.00
41866.00
128500.00
38504.00
230599.00
88029.00
65834.00
49500.00
180000.00
60180.00
132335.00
97300.00
153544.00
111650.00
105614.00
172507.00
52500.00
102783.00
54985.00
195000.00
115965.00
94029.00
90954.00
88441.98
66499.00
53259.00
40000.00
57762.00
65000.00
183192.00
111660.00
136972.00
127200.00
197819.00
205000.00
183317.00
55252.00
360818.00
91651.00
58387.00
164348.00
69999.00
32770.00
46985.00
57783.00
45900.00
96000.00
85459.00
89000.00
83600.00
176547.00
222637.00
232757.14
50042.00
40944.00
38896.00
370000.00
52500.00
133125.00
168980.00
38693.00
47439.00
130724.00
85000.00
113965.00
77374.00
157590.00
245000.00
106926.78
224999.84
56441.70
84900.00
195031.00
112176.00
38718.00
98789.00
215000.00
95088.00
115000.00
154326.00
98727.30
281355.00
383736.00
51382.43
513356.00
166498.00
157500.00
265909.64
145798.00
55000.00
289000.00
46329.00
55000.00
94360.67
61140.00
108546.00
38202.00
76386.00
156000.00
443700.00
129981.00
92682.00
31200.00
69811.00
144227.45
31200.00
35016.00
264181.51
321600.00
127000.00
408936.00
154452.00
60384.00
293619.00
115000.00
150390.00
70026.00
333012.00
75000.00
70000.00
223000.00
211177.00
108000.00
99999.00
77575.00
132500.00
55500.00
63000.00
157000.04
337893.00
101600.00
64000.00
77366.30
60000.00
38504.00
45435.00
49500.00
190000.00
42000.00
90456.00
115000.00
59149.00
45532.00
100000.00
86000.00
57500.00
37000.00
38700.00
45153.00
42347.00
65000.00
64000.00
60000.00
38718.00
34866.00
42000.00
70768.21
37017.00
45500.00
66708.00
91433.00
48924.00
61371.00
51500.00
47644.00
48205.00
48077.00
79365.46
68500.00
44880.00
63585.00
91800.00
112000.00
31200.00
42840.00
112500.00
44548.64
39044.00
77775.00
76000.00
46566.00
160000.00
93865.50
86432.00
97773.00
58325.00
55000.00
46500.00
58082.00
39243.00
58066.00
164500.00
66500.00
38943.00
40479.00
47268.00
105000.00
43000.00
46258.00
58686.00
48205.00
283000.00
71939.00
126276.00
53000.00
42500.00
155000.00
47000.00
48153.00
39609.00
61500.00
300000.00
82740.00
105623.00
270000.00
105000.00
53570.40
48715.00
59517.00
190000.00
52000.00
118624.00
105000.00
81000.00
49000.00
120999.00
60435.00
75600.00
77000.00
65000.00
48941.00
285000.00
88920.00
94876.00
49262.00
79903.00
80165.28
90144.00
61500.00
43500.00
63973.00
42840.00
41200.00
88100.00
56500.00
49500.00
81773.00
53000.00
37500.00
65000.00
38732.00
65000.00
102000.00
72000.00
205000.00
58000.00
38200.00
40134.00
46350.00
50000.00
44000.00
43176.00
244000.00
69220.00
42000.00
31200.00
63036.00
56928.00
73721.00
45109.00
48000.00
67265.00
34121.00
39004.00
43000.00
38718.00
43000.00
62410.35
80000.00
45518.00
108120.00
32965.00
97732.00
313000.00
147136.00
259162.00
120000.00
58800.00
63036.00
77433.00
155000.26
37000.00
64353.00
100200.00
50750.00
185000.00
43000.00
123750.00
97920.00
79923.60
82000.00
48500.00
34182.00
47000.00
200000.00
79999.00
45000.00
67000.00
53300.00
45933.00
34000.00
95970.00
46000.00
54795.00
71703.00
143900.00
55000.00
70572.00
900000.00
46128.00
39000.00
132500.00
220000.00
59670.00
327191.00
35016.00
47328.00
58082.00
132905.00
165716.00
74618.00
220000.00
74675.00
154063.00
68096.00
34271.00
206967.00
45000.00
59747.00
80023.37
92000.00
235516.00
136350.00
47500.00
230000.00
31200.00
103674.00
86000.00
62747.00
59149.00
38000.00
115340.00
66685.00
39609.00
89879.00
60000.00
41600.00
124614.12
74970.00
104383.00
67500.00
